Loading parameters
Using platform: HIP

Initial system energy
-2870473.1604888216 kJ/mol

MD run: 125000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
141.6%	177000	177.0000000004811	-2871458.8479888216	310.22029485878494	1.29	23:01:58
142.4%	178000	178.00000000048587	-2869414.7854888216	309.8086695540371	1.29	23:00:43
143.2%	179000	179.00000000049064	-2870670.0979888216	309.6482755084314	1.28	22:59:28
144.0%	180000	180.00000000049542	-2869340.5979888216	310.09545481677435	1.28	22:58:12
144.8%	181000	181.0000000005002	-2872172.0979888216	310.65485885139867	1.28	22:56:58
145.6%	182000	182.00000000050497	-2873152.8479888216	310.47805155757305	1.28	22:55:42
146.4%	183000	183.00000000050974	-2873049.1604888216	310.29869906605836	1.27	22:54:26
147.2%	184000	184.00000000051452	-2871142.3479888216	310.03041704477073	1.27	22:53:11
148.0%	185000	185.0000000005193	-2870727.8479888216	310.10954692334815	1.27	22:51:55
148.8%	186000	186.00000000052407	-2870577.7229888216	310.390153608989	1.27	22:50:43
149.6%	187000	187.00000000052884	-2873470.5354888216	309.8228747812121	1.27	22:49:38
150.4%	188000	188.00000000053362	-2874493.2229888216	309.80174205195476	1.27	22:48:31
151.2%	189000	189.0000000005384	-2869433.2229888216	310.383709778706	1.27	22:47:22
152.0%	190000	190.00000000054317	-2869792.9729888216	310.6234925342023	1.27	22:46:12
152.8%	191000	191.00000000054794	-2870774.5354888216	310.33907141294225	1.27	22:45:02
153.6%	192000	192.00000000055272	-2874208.1604888216	310.68754686782574	1.27	22:43:50
154.4%	193000	193.0000000005575	-2869959.4729888216	310.6574343074423	1.27	22:42:39
155.2%	194000	194.00000000056227	-2872148.1604888216	309.28674358474143	1.27	22:41:29
156.0%	195000	195.00000000056704	-2871113.0354888216	309.1690093094071	1.26	22:40:17
156.8%	196000	196.00000000057182	-2872218.1604888216	310.93255481863997	1.26	22:39:07
157.6%	197000	197.0000000005766	-2871920.3479888216	310.3266975793564	1.26	22:37:57
158.4%	198000	198.00000000058137	-2875139.4104888216	310.47027574928995	1.26	22:36:46
159.2%	199000	199.00000000058614	-2872268.5979888216	310.2300840167236	1.26	22:35:36
160.0%	200000	200.00000000059092	-2873236.9729888216	309.8171451738991	1.26	22:34:27
160.8%	201000	201.0000000005957	-2874603.5354888216	309.872530496889	1.26	22:33:17
161.6%	202000	202.00000000060047	-2872714.7229888216	309.620286191652	1.26	22:32:09
162.4%	203000	203.00000000060524	-2871344.4104888216	309.71596269038287	1.26	22:31:01
163.2%	204000	204.00000000061002	-2874300.4729888216	310.93850010085913	1.26	22:29:53
164.0%	205000	205.0000000006148	-2874350.9104888216	309.965162149987	1.26	22:28:46
164.8%	206000	206.00000000061956	-2873563.3479888216	309.68932150882455	1.26	22:27:39
165.6%	207000	207.00000000062434	-2873885.7229888216	309.39842723565454	1.26	22:26:32
166.4%	208000	208.00000000062911	-2875975.5979888216	310.1644504462103	1.26	22:25:25
167.2%	209000	209.0000000006339	-2872865.8479888216	309.33760405192476	1.26	22:24:18
168.0%	210000	210.00000000063866	-2868509.0354888216	308.87787628194786	1.26	22:23:11
168.8%	211000	211.00000000064344	-2871039.7229888216	309.306318352269	1.26	22:22:01
169.6%	212000	212.0000000006482	-2872578.7229888216	310.12136958337896	1.26	22:20:49
170.4%	213000	213.000000000653	-2872768.0979888216	310.5498313522488	1.26	22:19:49
171.2%	214000	214.00000000065776	-2872069.3479888216	310.3143316593552	1.27	22:18:51
172.0%	215000	215.00000000066254	-2872540.3479888216	309.3675902873155	1.27	22:17:54
172.8%	216000	216.0000000006673	-2872961.7229888216	310.5973844087492	1.27	22:16:57
173.6%	217000	217.0000000006721	-2874955.1604888216	311.1124510355186	1.27	22:15:59
174.4%	218000	218.00000000067686	-2873615.4729888216	309.9798717344438	1.28	22:15:01
175.2%	219000	219.00000000068164	-2876557.9104888216	309.53446429362407	1.28	22:14:01
176.0%	220000	220.0000000006864	-2875083.0354888216	310.40933569459617	1.28	22:13:00
176.8%	221000	221.0000000006912	-2873574.3479888216	310.1969948216489	1.28	22:12:00
177.6%	222000	222.00000000069596	-2872541.2229888216	311.25999762682386	1.28	22:11:01
178.4%	223000	223.00000000070074	-2873373.3479888216	309.76201970471305	1.28	22:10:02
179.2%	224000	224.0000000007055	-2875392.5979888216	310.4263152568726	1.28	22:09:01
180.0%	225000	225.0000000007103	-2875472.7229888216	310.0937233307592	1.29	22:08:02
180.8%	226000	226.00000000071506	-2876816.9104888216	310.161344369919	1.29	22:07:04
181.6%	227000	227.00000000071984	-2874824.9729888216	309.7765618492973	1.29	22:06:07
182.4%	228000	228.0000000007246	-2873923.7229888216	309.6912860215399	1.29	22:05:08
183.2%	229000	229.0000000007294	-2871418.5354888216	309.33981141006905	1.29	22:04:08
184.0%	230000	230.00000000073416	-2873853.6604888216	310.417978143446	1.29	22:03:08
184.8%	231000	231.00000000073894	-2875390.3479888216	309.27001856567847	1.29	22:02:06
185.6%	232000	232.0000000007437	-2876174.0979888216	309.211655320618	1.3	22:01:03
186.4%	233000	233.00000000074849	-2875816.0979888216	309.2647366900157	1.3	21:59:59
187.2%	234000	234.00000000075326	-2874807.2229888216	309.905491741874	1.3	21:58:53
188.0%	235000	235.00000000075804	-2875895.9729888216	310.5047872390862	1.3	21:57:46
188.8%	236000	236.0000000007628	-2873338.9729888216	310.28018221478544	1.3	21:56:38
189.6%	237000	237.00000000076759	-2873780.7854888216	309.99968126535987	1.29	21:55:27
190.4%	238000	238.00000000077236	-2874498.0979888216	309.8430151292666	1.29	21:54:16
191.2%	239000	239.00000000077713	-2874248.4104888216	309.2250078313479	1.29	21:53:04
192.0%	240000	240.0000000007819	-2876773.4104888216	309.7163999482406	1.29	21:51:50
192.8%	241000	241.00000000078668	-2876495.2229888216	310.1819372363203	1.29	21:50:34
193.6%	242000	242.00000000079146	-2873432.8479888216	310.3855854046333	1.29	21:49:16
194.4%	243000	243.00000000079623	-2873276.7854888216	310.0256386851097	1.29	21:47:58
195.2%	244000	244.000000000801	-2876657.5979888216	309.7390763240529	1.29	21:46:39
196.0%	245000	245.00000000080578	-2874093.0979888216	309.5481286625289	1.28	21:45:14
196.8%	246000	246.00000000081056	-2873721.4104888216	309.54234968913755	1.28	21:43:53
197.6%	247000	247.00000000081533	-2874779.2229888216	308.9713742769301	1.28	21:42:26
198.4%	248000	248.0000000008201	-2877576.0354888216	310.38585357700043	1.27	21:40:58
199.2%	249000	249.00000000082488	-2873634.2854888216	310.1302051092247	1.27	21:39:30
200.0%	250000	250.00000000082966	-2872831.5354888216	309.69623677847466	1.27	21:37:58
