Loading parameters
Using platform: HIP

Initial system energy
-2877859.0354888216 kJ/mol

MD run: 125000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
272.0%	340000	339.99999999887194	-2927220.7854888216	309.7205395234611	1.09	19:15:58
272.8%	341000	340.9999999988483	-2931686.4729888216	310.30784070797245	1.09	19:14:49
273.6%	342000	341.99999999882465	-2931376.4729888216	309.48616959153816	1.09	19:13:39
274.4%	343000	342.999999998801	-2931972.0354888216	309.1740799088658	1.09	19:12:28
275.2%	344000	343.99999999877735	-2930844.2854888216	308.4018108582659	1.09	19:11:12
276.0%	345000	344.9999999987537	-2931464.3479888216	309.9971527025823	1.09	19:09:58
276.8%	346000	345.99999999873006	-2929988.7229888216	310.18407006748504	1.09	19:08:46
277.6%	347000	346.9999999987064	-2929069.2229888216	310.21132858460186	1.09	19:07:33
278.4%	348000	347.99999999868277	-2930295.7229888216	310.2163847922232	1.09	19:06:19
279.2%	349000	348.9999999986591	-2931145.3479888216	310.815063591278	1.09	19:05:04
280.0%	350000	349.9999999986355	-2934366.3479888216	309.95741606252665	1.09	19:03:48
280.8%	351000	350.9999999986118	-2932523.0354888216	309.7491173154164	1.09	19:02:31
281.6%	352000	351.9999999985882	-2932754.4729888216	309.70047977400174	1.09	19:01:16
282.4%	353000	352.99999999856453	-2933207.4729888216	309.8928132528842	1.09	19:00:01
283.2%	354000	353.9999999985409	-2930176.5354888216	308.4578311334377	1.09	18:58:44
284.0%	355000	354.99999999851724	-2934470.9729888216	310.0375981151219	1.09	18:57:26
284.8%	356000	355.9999999984936	-2936179.4104888216	310.0815545698083	1.09	18:56:10
285.6%	357000	356.99999999846995	-2932965.0354888216	310.0101809524505	1.09	18:54:50
286.4%	358000	357.9999999984463	-2934538.6604888216	310.4364155992209	1.09	18:53:32
287.2%	359000	358.99999999842265	-2929402.7854888216	311.4227621716603	1.09	18:52:13
288.0%	360000	359.999999998399	-2929309.5979888216	310.5613497373239	1.09	18:50:54
288.8%	361000	360.99999999837536	-2928243.5979888216	309.8699365578954	1.09	18:49:35
289.6%	362000	361.9999999983517	-2935694.4104888216	311.2149183088589	1.09	18:48:19
290.4%	363000	362.99999999832806	-2933610.4729888216	310.7643980620863	1.09	18:47:00
291.2%	364000	363.9999999983044	-2933802.4729888216	310.41372958386756	1.09	18:45:40
292.0%	365000	364.99999999828077	-2933762.8479888216	309.5743343973148	1.09	18:44:22
292.8%	366000	365.9999999982571	-2936642.7854888216	310.80973286529087	1.09	18:42:58
293.6%	367000	366.9999999982335	-2934074.0354888216	310.5544028154612	1.09	18:41:35
294.4%	368000	367.99999999820983	-2932187.4729888216	310.3233982107257	1.09	18:40:15
295.2%	369000	368.9999999981862	-2932066.2229888216	310.2157019144493	1.09	18:38:55
296.0%	370000	369.99999999816254	-2932360.2854888216	310.46967541471065	1.09	18:37:36
296.8%	371000	370.9999999981389	-2936951.1604888216	309.6909542192686	1.09	18:36:17
297.6%	372000	371.99999999811524	-2935079.8479888216	309.47188965709864	1.09	18:34:57
298.4%	373000	372.9999999980916	-2934028.2229888216	309.9701057093822	1.09	18:33:37
299.2%	374000	373.99999999806795	-2937315.2229888216	310.00139474969836	1.09	18:32:16
300.0%	375000	374.9999999980443	-2937822.9104888216	310.3764588670276	1.09	18:30:55
