Loading parameters
Using platform: HIP

Initial system energy
-2942615.5354888216 kJ/mol

MD run: 250000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
168.4%	421000	466.9999999984836	-2936829.1604888216	309.4086597064438	1.74	19:17:13
168.8%	422000	468.99999999849314	-2937146.4104888216	310.0899431314406	1.73	19:14:14
169.2%	423000	470.9999999985027	-2938413.2229888216	310.837204569376	1.73	19:11:30
169.6%	424000	472.99999999851224	-2940033.5354888216	310.0469757663235	1.72	19:08:02
170.0%	425000	474.9999999985218	-2937060.5354888216	309.4372683733554	1.71	19:04:38
170.4%	426000	476.99999999853134	-2938737.3479888216	310.5612926084938	1.7	19:02:32
170.8%	427000	478.9999999985409	-2936605.6604888216	310.60073575294894	1.7	19:00:49
171.2%	428000	480.99999999855044	-2935685.6604888216	309.42504882272175	1.7	18:59:07
171.6%	429000	482.99999999856	-2937461.3479888216	310.57928053342357	1.7	18:57:18
172.0%	430000	484.99999999856954	-2937206.8479888216	310.3687442260635	1.7	18:55:30
172.4%	431000	486.9999999985791	-2934644.7229888216	310.23966996105264	1.7	18:53:53
172.8%	432000	488.99999999858863	-2939551.7854888216	309.3426648738773	1.7	18:52:23
173.2%	433000	490.9999999985982	-2938820.7229888216	310.4452610220636	1.72	18:53:01
173.6%	434000	492.99999999860773	-2938030.4729888216	310.5701568565447	1.58	18:24:36
174.0%	435000	494.9999999986173	-2934865.3479888216	309.99051240691864	1.58	18:23:10
174.4%	436000	496.99999999862683	-2936102.6604888216	309.9027242574989	1.58	18:20:23
174.8%	437000	498.9999999986364	-2940384.4729888216	310.61823699287504	1.41	17:39:19
175.2%	438000	500.99999999864593	-2940055.4729888216	309.93513846449275	1.42	17:38:25
175.6%	439000	502.9999999986555	-2938217.0354888216	310.2167032430168	1.15	16:07:14
176.0%	440000	504.99999999866503	-2939295.9104888216	309.38173854385263	1.06	15:22:41
176.4%	441000	506.9999999986746	-2940187.9729888216	309.2075740287865	1.06	15:23:07
176.8%	442000	508.99999999868413	-2937139.7229888216	310.15122864369147	0.978	14:34:34
177.2%	443000	510.9999999986937	-2937536.9729888216	309.8819266391865	0.972	14:28:09
177.6%	444000	512.9999999986749	-2940899.0354888216	310.96816840396656	0.861	13:11:09
178.0%	445000	514.9999999986276	-2936950.2229888216	309.5736049115599	0.87	13:14:17
178.4%	446000	516.9999999985803	-2941226.7854888216	310.1919347655082	0.879	13:17:32
178.8%	447000	518.999999998533	-2941248.7854888216	310.7162980756114	0.887	13:20:32
179.2%	448000	520.9999999984857	-2941059.9729888216	309.2292513340732	0.896	13:23:22
179.6%	449000	522.9999999984384	-2942229.1604888216	311.1406645391426	0.903	13:25:02
180.0%	450000	524.9999999983911	-2940760.0354888216	309.5460454350124	0.909	13:26:13
180.4%	451000	526.9999999983438	-2941380.3479888216	309.8704571009097	0.914	13:26:59
180.8%	452000	528.9999999982965	-2940120.0979888216	310.34850417110425	0.92	13:27:22
181.2%	453000	530.9999999982492	-2939896.5979888216	310.38098489545666	0.925	13:27:57
181.6%	454000	532.9999999982019	-2943733.7229888216	310.2691231772346	0.929	13:27:54
182.0%	455000	534.9999999981546	-2938912.2229888216	310.67650850856893	0.933	13:27:16
182.4%	456000	536.9999999981073	-2940290.0979888216	310.0736277511365	0.937	13:26:49
182.8%	457000	538.99999999806	-2937448.1604888216	309.35569038831164	0.942	13:26:51
183.2%	458000	540.9999999980128	-2940665.7229888216	310.4255220700631	0.945	13:25:56
183.6%	459000	542.9999999979655	-2943901.5979888216	310.5218495698439	0.948	13:25:03
184.0%	460000	544.9999999979182	-2939000.2854888216	310.8921480960304	0.952	13:24:24
184.4%	461000	546.9999999978709	-2942878.0979888216	309.99281379111983	0.955	13:23:43
184.8%	462000	548.9999999978236	-2940258.7854888216	309.7371752084231	0.958	13:22:37
185.2%	463000	550.9999999977763	-2941300.4729888216	310.4493567202688	0.961	13:21:34
185.6%	464000	552.999999997729	-2940778.9729888216	310.6077746351973	0.963	13:19:49
186.0%	465000	554.9999999976817	-2941992.6604888216	309.84611096349045	0.965	13:18:08
186.4%	466000	556.9999999976344	-2941594.9729888216	310.11946254172216	0.97	13:18:37
186.8%	467000	558.9999999975871	-2941305.7229888216	310.8806481346499	0.975	13:18:53
187.2%	468000	560.9999999975398	-2939748.8479888216	310.03716934996595	0.98	13:19:38
187.6%	469000	562.9999999974925	-2938594.1604888216	309.42131086060647	0.986	13:20:20
188.0%	470000	564.9999999974452	-2938823.4729888216	309.8771133589358	0.991	13:20:41
188.4%	471000	566.9999999973979	-2940642.4729888216	310.9796813587366	0.996	13:20:56
188.8%	472000	568.9999999973506	-2941162.0354888216	310.31304147046035	1	13:21:10
189.2%	473000	570.9999999973033	-2937442.7854888216	309.8432152291332	1.01	13:21:15
189.6%	474000	572.999999997256	-2938511.2229888216	310.0914680156835	1.01	13:21:27
190.0%	475000	574.9999999972088	-2937918.9104888216	310.108400415571	1.02	13:21:35
190.4%	476000	576.9999999971615	-2941352.0354888216	310.5058029202425	1.02	13:21:35
190.8%	477000	578.9999999971142	-2939241.7229888216	310.3397006725619	1.02	13:21:42
191.2%	478000	580.9999999970669	-2936403.7854888216	310.3498195382507	1.03	13:22:08
191.6%	479000	582.9999999970196	-2938995.9729888216	309.55694697204115	1.03	13:22:08
192.0%	480000	584.9999999969723	-2941982.0354888216	309.3863343974747	1.04	13:21:42
192.4%	481000	586.999999996925	-2940042.1604888216	310.8336383990794	1.04	13:21:48
192.8%	482000	588.9999999968777	-2936051.8479888216	310.1433576849999	1.05	13:21:50
193.2%	483000	590.9999999968304	-2934734.3479888216	310.2310135163768	1.05	13:21:44
193.6%	484000	592.9999999967831	-2939024.0979888216	310.6795811464656	1.05	13:20:54
194.0%	485000	594.9999999967358	-2940026.0354888216	310.55709726151497	1.06	13:20:37
194.4%	486000	596.9999999966885	-2939913.6604888216	309.89166678158733	1.06	13:20:29
194.8%	487000	598.9999999966412	-2940276.4104888216	309.95527145915884	1.07	13:20:24
195.2%	488000	600.9999999965939	-2940906.0979888216	310.6723287875165	1.07	13:20:32
195.6%	489000	602.9999999965466	-2937929.4104888216	309.45739539657814	1.08	13:20:36
196.0%	490000	604.9999999964994	-2937656.7229888216	310.56215314919825	1.08	13:20:35
196.4%	491000	606.9999999964521	-2939103.4729888216	310.50395733427996	1.09	13:20:32
196.8%	492000	608.9999999964048	-2941228.5979888216	310.3037578575634	1.09	13:20:15
197.2%	493000	610.9999999963575	-2940152.2229888216	309.7346730022008	1.09	13:20:10
197.6%	494000	612.9999999963102	-2939623.3479888216	309.7488148948109	1.1	13:20:13
198.0%	495000	614.9999999962629	-2941333.6604888216	310.82882325950703	1.1	13:19:50
198.4%	496000	616.9999999962156	-2940192.0979888216	309.79003733169804	1.11	13:19:49
198.8%	497000	618.9999999961683	-2938132.1604888216	310.20964227164654	1.11	13:19:49
199.2%	498000	620.999999996121	-2939979.6604888216	311.1272039312761	1.12	13:19:48
199.6%	499000	622.9999999960737	-2942319.9729888216	310.5025451964284	1.12	13:19:11
200.0%	500000	624.9999999960264	-2940582.4729888216	310.3753322801094	1.12	13:18:36
200.4%	501000	626.9999999959791	-2941750.5979888216	311.35910376655704	1.13	13:18:20
200.8%	502000	628.9999999959318	-2940468.8479888216	310.4498584077313	1.13	13:17:30
201.2%	503000	630.9999999958845	-2940634.7229888216	310.2449144269273	1.13	13:17:16
201.6%	504000	632.9999999958372	-2941455.7854888216	309.86245654936016	1.14	13:16:47
202.0%	505000	634.99999999579	-2944205.7229888216	310.3765148102267	1.14	13:16:28
202.4%	506000	636.9999999957427	-2941980.5354888216	310.63474990553397	1.14	13:16:05
202.8%	507000	638.9999999956954	-2943340.1604888216	310.44314532017523	1.15	13:15:40
203.2%	508000	640.9999999956481	-2940551.0354888216	310.95394801401545	1.15	13:15:04
203.6%	509000	642.9999999956008	-2939797.9729888216	310.8779440476284	1.16	13:14:35
204.0%	510000	644.9999999955535	-2941869.2229888216	311.30282314960374	1.16	13:14:12
204.4%	511000	646.9999999955062	-2941788.0979888216	309.67596439191334	1.16	13:13:50
204.8%	512000	648.9999999954589	-2942797.3479888216	309.56008073990245	1.17	13:13:38
205.2%	513000	650.9999999954116	-2944861.6604888216	310.24635522160327	1.17	13:13:21
205.6%	514000	652.9999999953643	-2943775.4104888216	309.7763443330339	1.17	13:12:49
206.0%	515000	654.999999995317	-2942703.7854888216	309.33609982987605	1.18	13:12:02
206.4%	516000	656.9999999952697	-2942471.8479888216	309.60698872832756	1.18	13:10:59
206.8%	517000	658.9999999952224	-2941906.9729888216	311.03832537722406	1.18	13:10:18
207.2%	518000	660.9999999951751	-2939910.5354888216	310.200908680578	1.19	13:09:58
207.6%	519000	662.9999999951278	-2942020.8479888216	309.81759044298354	1.19	13:09:35
208.0%	520000	664.9999999950805	-2940247.3479888216	310.0520571660173	1.19	13:09:12
208.4%	521000	666.9999999950332	-2943429.7854888216	309.770892398564	1.2	13:08:51
208.8%	522000	668.999999994986	-2940827.0354888216	310.0157944114034	1.2	13:08:19
209.2%	523000	670.9999999949387	-2942287.7229888216	311.4135891028423	1.21	13:07:44
209.6%	524000	672.9999999948914	-2941866.9729888216	311.9094686356537	1.21	13:07:05
210.0%	525000	674.9999999948441	-2942377.3479888216	310.3114297491158	1.21	13:06:20
210.4%	526000	676.9999999947968	-2941006.4104888216	311.07827853685893	1.21	13:05:22
210.8%	527000	678.9999999947495	-2938236.1604888216	310.3755325927942	1.22	13:04:26
211.2%	528000	680.9999999947022	-2940019.9729888216	311.3239755939672	1.22	13:03:38
211.6%	529000	682.9999999946549	-2943423.0979888216	310.5252973590555	1.22	13:02:58
212.0%	530000	684.9999999946076	-2944651.7854888216	309.78887722072574	1.23	13:02:18
212.4%	531000	686.9999999945603	-2944728.4104888216	310.7496696178137	1.23	13:01:30
212.8%	532000	688.999999994513	-2944285.9729888216	309.10219383872123	1.23	13:00:50
213.2%	533000	690.9999999944657	-2939809.2229888216	310.0475831358331	1.24	13:00:17
213.6%	534000	692.9999999944184	-2939987.7854888216	310.8610769377282	1.24	12:59:16
214.0%	535000	694.9999999943711	-2942624.5354888216	310.8933888012249	1.24	12:58:11
214.4%	536000	696.9999999943238	-2945379.1604888216	310.42998884311663	1.24	12:57:12
214.8%	537000	698.9999999942765	-2940011.8479888216	309.840019142173	1.24	12:54:55
215.2%	538000	700.9999999942293	-2942485.3479888216	310.1645007582982	1.24	12:52:50
215.6%	539000	702.999999994182	-2942499.9729888216	310.90330172871757	1.24	12:50:30
216.0%	540000	704.9999999941347	-2945931.0979888216	310.92169926025707	1.24	12:48:13
216.4%	541000	706.9999999940874	-2941570.3479888216	310.72909184432757	1.24	12:46:14
216.8%	542000	708.9999999940401	-2941301.5354888216	310.34879966839713	1.25	12:44:51
217.2%	543000	710.9999999939928	-2942162.9104888216	310.6129591666029	1.25	12:43:44
217.6%	544000	712.9999999939455	-2939689.1604888216	310.8121087199481	1.25	12:42:27
218.0%	545000	714.9999999938982	-2944442.9729888216	310.2961748884028	1.25	12:41:12
218.4%	546000	716.9999999938509	-2940736.2854888216	309.6024218886489	1.25	12:39:58
218.8%	547000	718.9999999938036	-2943159.8479888216	310.1680144525827	1.26	12:38:36
219.2%	548000	720.9999999937563	-2944211.9729888216	310.55505308639994	1.26	12:37:19
219.6%	549000	722.999999993709	-2941742.4104888216	310.1240774547396	1.26	12:36:03
220.0%	550000	724.9999999936617	-2940154.7229888216	310.6528612630716	1.26	12:34:32
220.4%	551000	726.9999999936144	-2941983.0354888216	310.39104235490964	1.26	12:32:54
220.8%	552000	728.9999999935671	-2942482.9729888216	310.0423864715489	1.26	12:31:28
221.2%	553000	730.9999999935199	-2941845.0979888216	309.11276614175995	1.27	12:30:26
221.6%	554000	732.9999999934726	-2943397.6604888216	310.5117347860095	1.27	12:28:43
222.0%	555000	734.9999999934253	-2940821.2229888216	309.8507670006796	1.27	12:27:09
222.4%	556000	736.999999993378	-2942090.4729888216	310.1815421867639	1.27	12:25:24
222.8%	557000	738.9999999933307	-2941032.5979888216	310.90830717738856	1.27	12:23:39
223.2%	558000	740.9999999932834	-2943762.5354888216	310.8218432686735	1.27	12:21:55
223.6%	559000	742.9999999932361	-2941016.0979888216	310.342602513381	1.27	12:20:17
224.0%	560000	744.9999999931888	-2943068.5979888216	310.1743753858528	1.27	12:18:41
224.4%	561000	746.9999999931415	-2942532.2229888216	309.00589463691887	1.27	12:16:56
224.8%	562000	748.9999999930942	-2942028.1604888216	310.2083816092013	1.27	12:15:02
225.2%	563000	750.9999999930469	-2944825.5979888216	309.39985586868426	1.28	12:13:53
225.6%	564000	752.9999999929996	-2943946.3479888216	310.4187127301837	1.28	12:12:36
226.0%	565000	754.9999999929523	-2942913.8479888216	309.8251194883258	1.28	12:10:58
226.4%	566000	756.999999992905	-2942773.4104888216	309.7077556231069	1.28	12:09:16
226.8%	567000	758.9999999928577	-2942481.4104888216	310.3404945068993	1.28	12:07:20
227.2%	568000	760.9999999928104	-2940204.7229888216	309.84691075306483	1.28	12:05:18
227.6%	569000	762.9999999927632	-2941149.9104888216	310.5534434294238	1.28	12:02:56
228.0%	570000	764.9999999927159	-2941371.2854888216	309.9960141986749	1.28	12:00:15
228.4%	571000	766.9999999926686	-2942118.4729888216	310.6092950286551	1.28	11:57:48
228.8%	572000	768.9999999926213	-2940024.5979888216	310.2609190065714	1.28	11:55:41
229.2%	573000	770.999999992574	-2943421.0979888216	309.48842242715875	1.28	11:53:50
229.6%	574000	772.9999999925267	-2942110.2854888216	309.81891722311406	1.28	11:52:55
230.0%	575000	774.9999999924794	-2942017.3479888216	310.24831064503525	1.28	11:51:33
230.4%	576000	776.9999999924321	-2941238.4729888216	311.314261294254	1.29	11:50:16
230.8%	577000	778.9999999923848	-2944722.2229888216	309.87684124217805	1.29	11:49:14
231.2%	578000	780.9999999923375	-2941925.9104888216	310.1600721441533	1.29	11:48:15
231.6%	579000	782.9999999922902	-2939837.5979888216	308.8584619323645	1.29	11:47:27
232.0%	580000	784.9999999922429	-2941090.8479888216	310.003862893077	1.3	11:46:39
232.4%	581000	786.9999999921956	-2939228.4729888216	309.81310243746105	1.3	11:45:52
232.8%	582000	788.9999999921483	-2941447.7854888216	309.6082901965227	1.3	11:44:46
233.2%	583000	790.999999992101	-2937554.2229888216	310.1346821928762	1.3	11:43:49
233.6%	584000	792.9999999920537	-2936831.4729888216	310.459507405237	1.31	11:42:57
234.0%	585000	794.9999999920065	-2939274.2229888216	311.5502757768909	1.31	11:41:29
234.4%	586000	796.9999999919592	-2941035.2229888216	309.90474619422713	1.31	11:39:58
234.8%	587000	798.9999999919119	-2939222.0979888216	309.70136151952676	1.31	11:38:17
235.2%	588000	800.9999999918646	-2942309.2229888216	310.37443172435474	1.31	11:37:00
235.6%	589000	802.9999999918173	-2942482.2229888216	310.68576377012965	1.31	11:35:22
236.0%	590000	804.99999999177	-2944658.2854888216	311.20703866629833	1.31	11:33:55
236.4%	591000	806.9999999917227	-2945099.2229888216	310.25910026227734	1.31	11:32:51
236.8%	592000	808.9999999916754	-2943438.4104888216	309.91031807622363	1.32	11:31:39
237.2%	593000	810.9999999916281	-2943127.0354888216	311.19094096745135	1.32	11:30:56
237.6%	594000	812.9999999915808	-2942271.4729888216	310.0081397206587	1.32	11:30:16
238.0%	595000	814.9999999915335	-2940178.3479888216	309.9228219721679	1.32	11:29:51
238.4%	596000	816.9999999914862	-2941894.2229888216	311.1175835278529	1.33	11:29:22
238.8%	597000	818.9999999914389	-2941536.1604888216	310.21345902402504	1.33	11:28:40
239.2%	598000	820.9999999913916	-2942155.0979888216	309.77055487846826	1.33	11:27:42
239.6%	599000	822.9999999913443	-2945592.2229888216	309.74890107001454	1.33	11:26:50
240.0%	600000	824.999999991297	-2944226.0354888216	309.6415378371577	1.34	11:25:55
240.4%	601000	826.9999999912498	-2946197.5979888216	310.058873282894	1.34	11:24:44
240.8%	602000	828.9999999912025	-2945418.9729888216	311.3747103200902	1.34	11:23:23
241.2%	603000	830.9999999911552	-2945438.6604888216	310.4249511233261	1.34	11:22:15
241.6%	604000	832.9999999911079	-2943004.7229888216	309.93504444596795	1.34	11:21:01
242.0%	605000	834.9999999910606	-2944397.0979888216	310.0233151729819	1.34	11:19:02
242.4%	606000	836.9999999910133	-2946203.3479888216	310.4147347758018	1.34	11:17:25
242.8%	607000	838.999999990966	-2943651.1604888216	310.9529168853203	1.35	11:15:49
243.2%	608000	840.9999999909187	-2945151.9729888216	309.9959994188213	1.35	11:14:24
243.6%	609000	842.9999999908714	-2945199.0979888216	310.38091882988226	1.35	11:12:52
244.0%	610000	844.9999999908241	-2944845.3479888216	310.5670763216486	1.35	11:11:21
244.4%	611000	846.9999999907768	-2942870.7229888216	311.0050941204586	1.35	11:09:53
244.8%	612000	848.9999999907295	-2945474.0979888216	310.68830559451317	1.35	11:08:21
245.2%	613000	850.9999999906822	-2945852.7854888216	311.4957998184827	1.35	11:06:37
245.6%	614000	852.9999999906349	-2944019.3479888216	310.32179518277707	1.35	11:04:53
246.0%	615000	854.9999999905876	-2940870.5354888216	310.9061082263252	1.35	11:03:25
246.4%	616000	856.9999999905403	-2941839.5354888216	310.8500429433937	1.35	11:01:53
246.8%	617000	858.999999990493	-2941917.0979888216	310.1675824397929	1.36	11:00:28
247.2%	618000	860.9999999904458	-2943613.3479888216	309.447003542648	1.36	10:59:09
247.6%	619000	862.9999999903985	-2942941.5979888216	309.70991009392117	1.36	10:57:40
248.0%	620000	864.9999999903512	-2941762.2229888216	310.01361582601805	1.36	10:56:05
248.4%	621000	866.9999999903039	-2939898.0354888216	310.21549215114993	1.36	10:54:46
248.8%	622000	868.9999999902566	-2943842.8479888216	310.06845643387544	1.36	10:53:18
249.2%	623000	870.9999999902093	-2940018.9729888216	310.24442271589254	1.36	10:51:52
249.6%	624000	872.999999990162	-2944378.9729888216	310.74980069230025	1.36	10:50:21
250.0%	625000	874.9999999901147	-2946011.0979888216	310.06466799909407	1.37	10:48:58
