Loading parameters
Using platform: HIP

Initial system energy
-2956091.7229888216 kJ/mol

MD run: 250000 steps
#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
360.8%	902000	1428.9999999770143	-2953391.0354888216	309.7187395271352	1.5	3:11:11
361.2%	903000	1430.999999976967	-2952892.0979888216	310.16143510645657	1.51	3:18:02
361.6%	904000	1432.9999999769198	-2955310.4729888216	310.4729634919338	1.52	3:21:44
362.0%	905000	1434.9999999768725	-2956124.5354888216	311.6233289561244	1.52	3:17:44
362.4%	906000	1436.9999999768252	-2951133.5354888216	309.89861821502586	1.52	3:20:04
362.8%	907000	1438.9999999767779	-2952468.7854888216	309.3617191882143	1.52	3:11:24
363.2%	908000	1440.9999999767306	-2951659.6604888216	309.7961640295347	1.51	3:02:50
363.6%	909000	1442.9999999766833	-2954494.8479888216	310.47310928235555	1.5	2:58:19
364.0%	910000	1444.999999976636	-2953918.4104888216	310.1020467029306	1.51	3:02:34
364.4%	911000	1446.9999999765887	-2952852.8479888216	310.1612862210603	1.52	3:08:52
364.8%	912000	1448.9999999765414	-2951938.4104888216	311.1256593236344	1.52	3:04:31
365.2%	913000	1450.999999976494	-2955303.1604888216	309.62147984999365	1.52	3:02:57
365.6%	914000	1452.9999999764468	-2953179.4729888216	309.347828035966	1.51	2:54:27
366.0%	915000	1454.9999999763995	-2952630.0354888216	310.36324516186914	1.5	2:45:38
366.4%	916000	1456.9999999763522	-2950583.9729888216	309.73157114858816	1.5	2:43:53
366.8%	917000	1458.999999976305	-2952122.8479888216	310.48791364119916	1.5	2:37:48
367.2%	918000	1460.9999999762576	-2950724.7229888216	310.59381770256124	1.5	2:38:41
367.6%	919000	1462.9999999762103	-2950838.9729888216	310.74294520164835	1.5	2:37:50
368.0%	920000	1464.999999976163	-2953792.2854888216	310.9586698352739	1.5	2:37:39
368.4%	921000	1466.9999999761158	-2951197.7854888216	310.2784275815553	1.51	2:38:02
368.8%	922000	1468.9999999760685	-2947275.1604888216	311.32528692074345	1.51	2:37:59
369.2%	923000	1470.9999999760212	-2948675.0979888216	309.8580801482253	1.51	2:39:58
369.6%	924000	1472.9999999759739	-2954600.8479888216	310.1687106502715	1.52	2:41:29
370.0%	925000	1474.9999999759266	-2955065.4104888216	310.9242176488236	1.52	2:44:55
370.4%	926000	1476.9999999758793	-2953926.1604888216	310.4103966719122	1.53	2:48:45
370.8%	927000	1478.999999975832	-2952355.2229888216	310.0024045283549	1.54	2:50:58
371.2%	928000	1480.9999999757847	-2952868.0354888216	310.37303511464654	1.52	2:37:56
371.6%	929000	1482.9999999757374	-2954310.7229888216	310.1466694058573	1.53	2:43:39
372.0%	930000	1484.9999999756901	-2950825.0354888216	310.8220979835204	1.54	2:48:49
372.4%	931000	1486.9999999756428	-2949612.7854888216	309.47033978473587	1.55	2:54:20
372.8%	932000	1488.9999999755955	-2954105.9104888216	310.62107881549167	1.56	2:58:39
373.2%	933000	1490.9999999755482	-2954838.9104888216	310.199232942931	1.56	2:58:41
373.6%	934000	1492.999999975501	-2951701.7854888216	309.25919286446464	1.57	3:01:44
374.0%	935000	1494.9999999754536	-2954719.9104888216	309.9784490127331	1.57	3:02:15
374.4%	936000	1496.9999999754064	-2952392.1604888216	309.8491244725854	1.57	3:02:08
374.8%	937000	1498.999999975359	-2956108.7229888216	309.23454560225827	1.58	3:04:28
375.2%	938000	1500.9999999753118	-2956094.4104888216	309.5620661672363	1.58	3:03:10
375.6%	939000	1502.9999999752645	-2954939.2229888216	310.01604460451153	1.58	3:02:38
376.0%	940000	1504.9999999752172	-2952332.5979888216	310.0106472305855	1.58	3:00:56
376.4%	941000	1506.9999999751699	-2953845.0979888216	310.9553453309291	1.58	3:00:43
376.8%	942000	1508.9999999751226	-2952158.6604888216	310.1100130031407	1.58	3:00:43
377.2%	943000	1510.9999999750753	-2954512.9729888216	310.7229908102212	1.59	3:02:30
377.6%	944000	1512.999999975028	-2952857.7854888216	309.9937103734251	1.59	3:01:57
378.0%	945000	1514.9999999749807	-2951241.4729888216	311.363793789936	1.59	2:58:38
378.4%	946000	1516.9999999749334	-2950033.9729888216	310.59506632229755	1.59	2:55:33
378.8%	947000	1518.9999999748861	-2953820.7854888216	311.01709815262757	1.58	2:53:00
379.2%	948000	1520.9999999748388	-2955939.0979888216	311.85039594161134	1.59	2:52:29
379.6%	949000	1522.9999999747915	-2952333.5979888216	310.8040967531871	1.59	2:52:06
380.0%	950000	1524.9999999747442	-2951080.9729888216	310.82718485902393	1.59	2:51:06
380.4%	951000	1526.999999974697	-2952124.5354888216	309.6856901907408	1.59	2:49:02
380.8%	952000	1528.9999999746497	-2950815.2229888216	309.3853864886961	1.59	2:50:14
381.2%	953000	1530.9999999746024	-2952940.5354888216	311.19666116764637	1.59	2:47:07
381.6%	954000	1532.999999974555	-2952680.0979888216	310.4640639330101	1.59	2:45:03
382.0%	955000	1534.9999999745078	-2951157.7854888216	310.20543452189384	1.59	2:46:53
382.4%	956000	1536.9999999744605	-2953814.7229888216	310.33794963874146	1.6	2:48:52
382.8%	957000	1538.9999999744132	-2954340.2854888216	310.08638305779385	1.6	2:50:43
383.2%	958000	1540.999999974366	-2954628.5354888216	310.6277682045716	1.61	2:52:27
383.6%	959000	1542.9999999743186	-2955039.0354888216	310.6733350365643	1.61	2:53:24
384.0%	960000	1544.9999999742713	-2956796.4104888216	310.7966499234201	1.61	2:48:58
384.4%	961000	1546.999999974224	-2956226.1604888216	310.50547241395316	1.61	2:46:06
384.8%	962000	1548.9999999741767	-2956214.8479888216	310.50111018843774	1.61	2:43:30
385.2%	963000	1550.9999999741294	-2955606.5979888216	310.04188950285646	1.61	2:41:00
385.6%	964000	1552.9999999740821	-2954641.0354888216	309.93907519765213	1.61	2:41:52
386.0%	965000	1554.9999999740348	-2954899.4729888216	309.82219582504865	1.61	2:41:27
386.4%	966000	1556.9999999739875	-2955047.2229888216	310.3244912307672	1.61	2:42:35
386.8%	967000	1558.9999999739402	-2957168.2854888216	309.67847554451544	1.62	2:41:27
387.2%	968000	1560.999999973893	-2955250.4729888216	309.6542945936846	1.62	2:40:08
387.6%	969000	1562.9999999738457	-2953470.4729888216	310.49045420965496	1.62	2:39:16
388.0%	970000	1564.9999999737984	-2956920.4729888216	308.96508587751083	1.62	2:38:32
388.4%	971000	1566.999999973751	-2958671.3479888216	309.3109902839417	1.62	2:38:49
388.8%	972000	1568.9999999737038	-2955821.9729888216	309.7197819523752	1.62	2:39:05
389.2%	973000	1570.9999999736565	-2953679.3479888216	309.24620245190573	1.63	2:39:44
389.6%	974000	1572.9999999736092	-2953815.9729888216	310.22449523169803	1.63	2:41:03
390.0%	975000	1574.999999973562	-2955309.5979888216	310.07487074565006	1.63	2:41:59
390.4%	976000	1576.9999999735146	-2954762.3479888216	310.3161876762704	1.64	2:44:30
390.8%	977000	1578.9999999734673	-2954165.5979888216	310.0524760580626	1.64	2:44:46
391.2%	978000	1580.99999997342	-2956623.5354888216	310.60954586106783	1.65	2:47:25
391.6%	979000	1582.9999999733727	-2956542.8479888216	309.99612465989014	1.65	2:48:02
392.0%	980000	1584.9999999733254	-2954875.0979888216	309.2677822828167	1.65	2:49:02
392.4%	981000	1586.9999999732781	-2953740.0979888216	309.60975951146037	1.66	2:49:22
392.8%	982000	1588.9999999732308	-2953053.4729888216	310.3690314207112	1.66	2:49:07
393.2%	983000	1590.9999999731835	-2950229.1604888216	309.4418305397998	1.66	2:49:15
393.6%	984000	1592.9999999731363	-2952535.9104888216	309.68883665387796	1.66	2:48:32
394.0%	985000	1594.999999973089	-2953667.9104888216	309.779958389383	1.66	2:48:13
394.4%	986000	1596.9999999730417	-2952452.5979888216	310.98374726478835	1.67	2:47:08
394.8%	987000	1598.9999999729944	-2953684.4104888216	310.7590513967173	1.67	2:46:20
395.2%	988000	1600.999999972947	-2951420.3479888216	311.1458005040174	1.67	2:45:32
395.6%	989000	1602.9999999728998	-2952469.2854888216	310.2806756256993	1.67	2:42:52
396.0%	990000	1604.9999999728525	-2953239.4729888216	309.5794484290772	1.67	2:40:12
396.4%	991000	1606.9999999728052	-2950609.7854888216	309.5776618581512	1.67	2:38:35
396.8%	992000	1608.999999972758	-2954756.8479888216	309.58476730093736	1.66	2:36:13
397.2%	993000	1610.9999999727106	-2953185.0979888216	310.1546763746593	1.66	2:34:09
397.6%	994000	1612.9999999726633	-2954069.7229888216	311.44247860977976	1.66	2:31:33
398.0%	995000	1614.999999972616	-2954254.0979888216	310.2087578387854	1.66	2:28:49
398.4%	996000	1616.9999999725687	-2954780.7229888216	309.87295752808586	1.66	2:26:49
398.8%	997000	1618.9999999725214	-2948565.8479888216	310.2645930465211	1.66	2:23:27
399.2%	998000	1620.9999999724741	-2948940.2229888216	310.82242801054514	1.66	2:19:05
399.6%	999000	1622.9999999724268	-2950027.4729888216	310.13885149972134	1.65	2:15:23
400.0%	1000000	1624.9999999723796	-2954349.5354888216	308.9081664987005	1.65	2:11:18
400.4%	1001000	1626.9999999723323	-2955654.9104888216	309.6450461356394	1.64	2:04:56
400.8%	1002000	1628.999999972285	-2955566.2229888216	309.43903900713707	1.64	2:00:38
401.2%	1003000	1630.9999999722377	-2952170.8479888216	310.5028587134308	1.64	1:54:00
401.6%	1004000	1632.9999999721904	-2953522.2229888216	309.9232015133708	1.63	1:46:10
402.0%	1005000	1634.999999972143	-2956995.0354888216	310.11674818496385	1.62	1:37:22
402.4%	1006000	1636.9999999720958	-2953857.5979888216	310.1513363678613	1.61	1:30:27
402.8%	1007000	1638.9999999720485	-2952702.6604888216	309.5509633713823	1.61	1:26:17
403.2%	1008000	1640.9999999720012	-2956080.7854888216	309.5890802890791	1.61	1:20:59
403.6%	1009000	1642.999999971954	-2956010.3479888216	310.38222654986583	1.6	1:13:38
404.0%	1010000	1644.9999999719066	-2953007.2854888216	309.7930625069911	1.59	1:04:08
404.4%	1011000	1646.9999999718593	-2955316.0979888216	310.9063317626229	1.58	54:31
404.8%	1012000	1648.999999971812	-2951685.4104888216	310.3293370116056	1.57	42:37
405.2%	1013000	1650.9999999717647	-2952869.0979888216	310.3364440766681	1.56	28:02
405.6%	1014000	1652.9999999717174	-2955637.0979888216	309.6377378183353	1.55	17:39
406.0%	1015000	1654.9999999716701	-2950799.4729888216	310.2683611374226	1.54	7:51
406.4%	1016000	1656.9999999716229	-2953963.6604888216	310.4816818020086	1.53	0:17
406.8%	1017000	1658.9999999715756	-2955331.8479888216	309.7725302032247	1.52	23:49:37
407.2%	1018000	1660.9999999715283	-2951719.1604888216	309.45549471413176	1.51	23:35:49
407.6%	1019000	1662.999999971481	-2953819.8479888216	309.35940316348746	1.5	23:21:54
408.0%	1020000	1664.9999999714337	-2951690.3479888216	309.8407441189754	1.49	23:14:41
408.4%	1021000	1666.9999999713864	-2952202.0979888216	309.43593219464236	1.49	23:10:52
408.8%	1022000	1668.999999971339	-2955598.6604888216	310.17618494208244	1.49	23:07:47
409.2%	1023000	1670.9999999712918	-2956315.0354888216	309.8250569662483	1.49	23:05:25
409.6%	1024000	1672.9999999712445	-2954656.5979888216	310.0538852669371	1.49	23:01:45
410.0%	1025000	1674.9999999711972	-2954327.7229888216	310.35127874623754	1.49	22:58:46
410.4%	1026000	1676.99999997115	-2953861.0979888216	309.1866428280504	1.49	22:56:09
410.8%	1027000	1678.9999999711026	-2955752.2854888216	309.5220559241698	1.49	22:54:57
411.2%	1028000	1680.9999999710553	-2949040.0354888216	310.1290204421335	1.49	22:52:49
411.6%	1029000	1682.999999971008	-2953711.9729888216	310.395664545583	1.49	22:51:40
412.0%	1030000	1684.9999999709607	-2954624.4729888216	310.48805833156086	1.49	22:50:55
412.4%	1031000	1686.9999999709134	-2952823.1604888216	309.31730432357676	1.49	22:49:58
412.8%	1032000	1688.9999999708662	-2954970.7854888216	309.72735578285847	1.49	22:47:20
413.2%	1033000	1690.9999999708189	-2953416.2229888216	309.31917045987484	1.49	22:45:36
413.6%	1034000	1692.9999999707716	-2953902.7854888216	311.06153575148517	1.49	22:44:45
414.0%	1035000	1694.9999999707243	-2954250.7854888216	310.52420669362266	1.49	22:44:24
414.4%	1036000	1696.999999970677	-2954432.9104888216	310.2061251687292	1.49	22:43:06
414.8%	1037000	1698.9999999706297	-2956853.1604888216	310.57274288273175	1.49	22:40:19
415.2%	1038000	1700.9999999705824	-2957330.1604888216	310.26498051653044	1.49	22:38:09
415.6%	1039000	1702.999999970535	-2958045.0979888216	310.26432028900336	1.49	22:37:24
416.0%	1040000	1704.9999999704878	-2954778.8479888216	309.70258473093486	1.49	22:37:31
416.4%	1041000	1706.9999999704405	-2956808.9104888216	310.3399104178116	1.49	22:36:06
416.8%	1042000	1708.9999999703932	-2957434.2229888216	309.49132235569414	1.5	22:35:22
417.2%	1043000	1710.999999970346	-2956048.1604888216	309.92048661467555	1.5	22:33:14
417.6%	1044000	1712.9999999702986	-2950264.4104888216	309.6541158184637	1.49	22:30:23
418.0%	1045000	1714.9999999702513	-2954270.1604888216	311.03925691103666	1.5	22:30:22
418.4%	1046000	1716.999999970204	-2953644.6604888216	309.5525588601005	1.5	22:30:07
418.8%	1047000	1718.9999999701568	-2950115.4729888216	309.9056287783271	1.5	22:28:44
419.2%	1048000	1720.9999999701095	-2955486.5354888216	310.29358235274884	1.5	22:27:16
419.6%	1049000	1722.9999999700622	-2957384.7229888216	310.27888330361776	1.5	22:25:45
420.0%	1050000	1724.9999999700149	-2955871.3479888216	309.9516521003621	1.5	22:24:43
420.4%	1051000	1726.9999999699676	-2954230.9104888216	310.43463095695364	1.5	22:23:13
420.8%	1052000	1728.9999999699203	-2956526.4104888216	310.2092639220646	1.5	22:20:24
421.2%	1053000	1730.999999969873	-2954078.5979888216	310.672614636001	1.5	22:17:48
421.6%	1054000	1732.9999999698257	-2955609.5354888216	309.4928583007509	1.5	22:16:59
422.0%	1055000	1734.9999999697784	-2956053.7854888216	309.19811616742163	1.5	22:16:10
422.4%	1056000	1736.999999969731	-2956925.0354888216	310.09821622450926	1.5	22:14:35
422.8%	1057000	1738.9999999696838	-2958551.9729888216	309.9028418717312	1.5	22:13:45
423.2%	1058000	1740.9999999696365	-2952803.5979888216	309.07301688965185	1.5	22:13:33
423.6%	1059000	1742.9999999695892	-2956575.7854888216	310.74232430990276	1.51	22:12:25
424.0%	1060000	1744.999999969542	-2953900.5354888216	310.74754968792666	1.51	22:11:13
424.4%	1061000	1746.9999999694946	-2953412.2854888216	310.8852564547993	1.5	22:08:00
424.8%	1062000	1748.9999999694473	-2954852.4104888216	309.6751018007515	1.5	22:06:06
425.2%	1063000	1750.9999999694	-2955286.4729888216	310.0340468843865	1.5	22:03:42
425.6%	1064000	1752.9999999693528	-2956198.9729888216	310.38424443116907	1.51	22:04:02
426.0%	1065000	1754.9999999693055	-2951495.4729888216	310.2418054640569	1.51	22:05:20
426.4%	1066000	1756.9999999692582	-2951890.6604888216	310.8083548916314	1.51	22:06:36
426.8%	1067000	1758.9999999692109	-2953974.5354888216	311.4572165501845	1.52	22:07:08
427.2%	1068000	1760.9999999691636	-2952442.8479888216	310.3999493204098	1.52	22:08:24
427.6%	1069000	1762.9999999691163	-2952700.7229888216	309.87037191086733	1.52	22:09:12
428.0%	1070000	1764.999999969069	-2954254.5979888216	310.2625212029054	1.52	22:08:48
428.4%	1071000	1766.9999999690217	-2952656.6604888216	309.90881500149567	1.52	22:09:30
428.8%	1072000	1768.9999999689744	-2953524.7854888216	309.62452305972926	1.53	22:09:33
429.2%	1073000	1770.999999968927	-2953400.0979888216	309.7321421320891	1.53	22:09:42
429.6%	1074000	1772.9999999688798	-2951185.7854888216	310.88833668164165	1.53	22:09:11
430.0%	1075000	1774.9999999688325	-2953797.8479888216	310.03965853575573	1.53	22:08:30
430.4%	1076000	1776.9999999687852	-2951257.2229888216	309.9990962587443	1.53	22:07:38
430.8%	1077000	1778.999999968738	-2951308.7854888216	310.7595921192891	1.53	22:06:55
431.2%	1078000	1780.9999999686906	-2955689.9729888216	310.10597290597525	1.53	22:06:05
431.6%	1079000	1782.9999999686434	-2957033.5979888216	310.83978968191104	1.53	22:04:22
432.0%	1080000	1784.999999968596	-2953656.2229888216	309.37818593699063	1.54	22:02:45
432.4%	1081000	1786.9999999685488	-2954812.6604888216	310.35814567071026	1.53	21:59:38
432.8%	1082000	1788.9999999685015	-2954683.2229888216	310.4023545714722	1.53	21:57:18
433.2%	1083000	1790.9999999684542	-2952879.2229888216	310.7638484878329	1.53	21:54:32
433.6%	1084000	1792.9999999684069	-2953199.9729888216	310.416553633152	1.53	21:50:49
434.0%	1085000	1794.9999999683596	-2955049.5354888216	308.95419261814953	1.53	21:47:33
434.4%	1086000	1796.9999999683123	-2954035.6604888216	310.0425027335196	1.53	21:43:50
434.8%	1087000	1798.999999968265	-2953119.7854888216	310.3428234969048	1.52	21:39:07
435.2%	1088000	1800.9999999682177	-2954237.9729888216	310.28178300517493	1.52	21:35:38
435.6%	1089000	1802.9999999681704	-2952439.8479888216	310.24183930271835	1.52	21:31:18
436.0%	1090000	1804.9999999681231	-2952764.9729888216	309.53349945054265	1.52	21:27:14
436.4%	1091000	1806.9999999680758	-2956640.4104888216	310.3866015171393	1.52	21:22:26
436.8%	1092000	1808.9999999680285	-2954300.7854888216	309.2476251528106	1.52	21:20:38
437.2%	1093000	1810.9999999679812	-2953613.6604888216	309.8580581518082	1.52	21:19:56
437.6%	1094000	1812.999999967934	-2953553.9729888216	310.18098942035186	1.52	21:18:33
438.0%	1095000	1814.9999999678867	-2954623.4729888216	310.21484778337964	1.52	21:17:39
438.4%	1096000	1816.9999999678394	-2954303.9729888216	310.3000551179515	1.52	21:17:45
438.8%	1097000	1818.999999967792	-2955123.3479888216	310.5421445907163	1.52	21:16:25
439.2%	1098000	1820.9999999677448	-2955912.5354888216	310.2477461162837	1.52	21:14:45
439.6%	1099000	1822.9999999676975	-2954768.8479888216	309.1402532367483	1.52	21:15:43
440.0%	1100000	1824.9999999676502	-2955640.5354888216	309.3447542194994	1.53	21:16:19
440.4%	1101000	1826.999999967603	-2953279.0354888216	310.43378294669554	1.53	21:17:20
440.8%	1102000	1828.9999999675556	-2953805.5979888216	309.67497567851296	1.53	21:18:01
441.2%	1103000	1830.9999999675083	-2953384.4104888216	311.1334290083576	1.53	21:17:34
441.6%	1104000	1832.999999967461	-2955744.7229888216	311.4065331881947	1.54	21:18:43
442.0%	1105000	1834.9999999674137	-2953832.0354888216	308.8611733756672	1.54	21:19:47
442.4%	1106000	1836.9999999673664	-2952448.0979888216	310.15824455534295	1.54	21:20:49
442.8%	1107000	1838.9999999673191	-2957311.0354888216	310.45173308685077	1.54	21:21:56
443.2%	1108000	1840.9999999672718	-2952525.0354888216	309.7008652293942	1.55	21:23:13
443.6%	1109000	1842.9999999672245	-2955531.2229888216	310.2154253781884	1.55	21:24:19
444.0%	1110000	1844.9999999671772	-2954695.7854888216	310.0740198711606	1.55	21:25:08
444.4%	1111000	1846.99999996713	-2954244.7229888216	310.1437238282116	1.56	21:25:58
444.8%	1112000	1848.9999999670827	-2956898.4729888216	310.17971993159284	1.56	21:26:30
445.2%	1113000	1850.9999999670354	-2957740.2229888216	310.6516134992365	1.56	21:27:14
445.6%	1114000	1852.999999966988	-2956932.4729888216	310.89852234236037	1.56	21:27:48
446.0%	1115000	1854.9999999669408	-2952881.0354888216	311.51297134587884	1.57	21:28:16
446.4%	1116000	1856.9999999668935	-2954342.7854888216	310.37694881619376	1.57	21:28:29
446.8%	1117000	1858.9999999668462	-2954006.5354888216	311.2127401871004	1.57	21:28:36
447.2%	1118000	1860.999999966799	-2953058.5354888216	310.4224296230284	1.57	21:28:56
447.6%	1119000	1862.9999999667516	-2951564.4729888216	310.0195621583764	1.57	21:28:55
448.0%	1120000	1864.9999999667043	-2953651.2854888216	310.11361778536616	1.57	21:28:50
448.4%	1121000	1866.999999966657	-2954620.1604888216	310.00444435260744	1.58	21:28:39
448.8%	1122000	1868.9999999666097	-2956003.1604888216	309.6031130928732	1.58	21:28:38
449.2%	1123000	1870.9999999665624	-2956379.8479888216	309.47729315145943	1.58	21:28:20
449.6%	1124000	1872.9999999665151	-2951388.5979888216	310.95007598521437	1.58	21:28:03
450.0%	1125000	1874.9999999664678	-2955399.7854888216	310.4482934090176	1.58	21:27:39
