frame,time_ns,salt_bridge_min,n1_od1_dist,n1_od2_dist,ligand_rmsd,pocket_rmsd
42,4.2,2.753004550933838,3.1859352588653564,2.753004550933838,0.7382217420785873,0.7036105014068479
43,4.3,2.7133843898773193,2.7133843898773193,3.613071918487549,0.6593038043583268,0.7764463482264191
44,4.4,2.786316156387329,3.421572685241699,2.786316156387329,0.7045438280702027,0.7895630097891102
45,4.5,3.110501527786255,3.110501527786255,3.2727062702178955,0.7970332352223135,0.7697102994869891
46,4.6000000000000005,2.7560911178588867,2.7560911178588867,3.083761215209961,0.8197922119533282,0.731598984446544
47,4.7,2.7410264015197754,3.3737239837646484,2.7410264015197754,0.6959209977966813,0.7638183246946678
48,4.800000000000001,2.9178173542022705,2.9178173542022705,3.0196900367736816,0.756659843434597,0.8351882638221617
49,4.9,2.9669556617736816,2.9974210262298584,2.9669556617736816,0.7199219682147212,0.8423020056403506
50,5.0,2.8485124111175537,2.8485124111175537,3.1224205493927,0.8077185705604314,0.7708382475871117
51,5.1000000000000005,2.7596211433410645,3.3121955394744873,2.7596211433410645,0.8948741084777476,0.7800789968491795
52,5.2,2.6830596923828125,2.6830596923828125,2.979588270187378,0.958775322480349,0.7300077877575698
53,5.300000000000001,2.8366358280181885,2.8366358280181885,3.3145482540130615,0.749184648232068,0.803819689054944
54,5.4,2.8628814220428467,2.8628814220428467,3.3631656169891357,0.6886493620127685,0.7360639033031117
55,5.5,2.812511682510376,2.812511682510376,3.2934072017669678,0.8105469520761031,0.8617479930047619
56,5.6000000000000005,2.8778371810913086,2.8778371810913086,3.1601271629333496,0.7358912192565439,0.8771463687709743
57,5.7,2.7303521633148193,3.4943971633911133,2.7303521633148193,0.9126416334905036,0.8730287806464069
58,5.800000000000001,2.978236198425293,2.978236198425293,3.069593906402588,0.8173101413968589,0.7798485295921727
59,5.9,2.6977264881134033,3.2416093349456787,2.6977264881134033,0.8569846220952315,0.7839664020179509
60,6.0,2.6408681869506836,3.553272247314453,2.6408681869506836,1.0275299514104135,0.8184361400595994
61,6.1000000000000005,3.175806999206543,3.244919776916504,3.175806999206543,0.6540385549771468,0.751220139532086
62,6.2,2.94742751121521,3.3822548389434814,2.94742751121521,0.9490309519337616,0.7316663301534282
63,6.300000000000001,2.682457447052002,3.293762445449829,2.682457447052002,0.7541981362674918,0.7349293442694137
64,6.4,2.793494462966919,3.158949136734009,2.793494462966919,0.844416468460301,0.7164986816107158
65,6.5,2.953223705291748,3.113018274307251,2.953223705291748,0.9359423626140811,0.727650303100206
66,6.6000000000000005,2.899970531463623,3.028420925140381,2.899970531463623,0.9147583765457549,0.5883926641676939
67,6.7,2.9294755458831787,2.955003499984741,2.9294755458831787,0.9668224949579881,0.6951188741071685
68,6.800000000000001,2.9277870655059814,3.1394424438476562,2.9277870655059814,0.8500655800717176,0.6447509296270125
69,6.9,2.9124794006347656,3.2364702224731445,2.9124794006347656,0.9505340911919958,0.7831320504620157
70,7.0,2.9919257164001465,3.109659194946289,2.9919257164001465,0.6263028696125403,0.7865844848825466
71,7.1000000000000005,2.7839155197143555,3.049433946609497,2.7839155197143555,0.8538656278637095,0.7680987141515185
72,7.2,2.733292579650879,2.733292579650879,3.4378039836883545,0.7469373662922792,0.6877501529224648
73,7.300000000000001,2.773800849914551,3.208043098449707,2.773800849914551,0.8226484834044202,0.7947409017753735
74,7.4,3.024677276611328,3.0814976692199707,3.024677276611328,0.8095861019429698,0.8454843742751634
75,7.5,2.8861145973205566,2.8861145973205566,2.9085865020751953,0.6904033661063264,0.7592901581730878
76,7.6000000000000005,2.7100255489349365,3.0318682193756104,2.7100255489349365,0.898293637031962,0.7388979949216576
77,7.7,2.713909149169922,3.2152774333953857,2.713909149169922,0.8726338854153648,0.7985476337446581
78,7.800000000000001,2.8375158309936523,3.005802869796753,2.8375158309936523,0.8820132081836388,0.6642042307017738
79,7.9,2.9175326824188232,3.0911753177642822,2.9175326824188232,0.755098551927715,0.9205090327931393
80,8.0,2.7785873413085938,2.7785873413085938,3.079376697540283,0.8394825949113783,0.7008223050954809
81,8.1,2.8072457313537598,3.034181594848633,2.8072457313537598,0.8397489081802841,0.8524408996254484
82,8.200000000000001,2.9327590465545654,2.9327590465545654,3.1074328422546387,0.7886914171249853,0.8572951316624858
83,8.3,2.7845706939697266,3.18213152885437,2.7845706939697266,0.9184521051891106,0.9153247490487848
84,8.4,2.930751085281372,2.930751085281372,3.2265782356262207,0.797939399405254,0.8135713643771159
85,8.5,2.7806973457336426,2.7806973457336426,2.984128713607788,1.0300630551145202,0.847778101991333
86,8.6,2.865605354309082,2.923204183578491,2.865605354309082,0.7276490756778818,0.7281322861684374
87,8.700000000000001,2.7004315853118896,3.1358015537261963,2.7004315853118896,0.9435765231724763,0.9554458529707279
88,8.8,2.8208019733428955,2.8208019733428955,3.241506814956665,0.7153204020037968,0.8697614745747754
89,8.9,2.8205039501190186,2.8888936042785645,2.8205039501190186,0.8250454087469765,0.8228346633172615
90,9.0,2.828375816345215,2.828375816345215,3.3035573959350586,1.0378177878276813,0.9264894069198579
91,9.1,2.8635094165802,3.0501980781555176,2.8635094165802,0.735926153397106,0.9118513205141054
92,9.200000000000001,2.753418207168579,2.753418207168579,3.2985422611236572,0.8431042412826095,0.7698993111733384
93,9.3,2.87974214553833,2.87974214553833,3.1096982955932617,0.7712138793615052,0.6794159719295576
94,9.4,2.7697153091430664,2.7697153091430664,3.1743977069854736,0.7335917927404456,0.8319783884129289
95,9.5,3.0284016132354736,3.074084997177124,3.0284016132354736,0.6705240413295642,0.7483239442351421
96,9.600000000000001,2.773399591445923,2.773399591445923,3.0108444690704346,0.8078871992740324,0.8599489452228555
97,9.700000000000001,2.6605639457702637,2.6605639457702637,3.173213005065918,0.7400510094514371,0.9541334750317421
98,9.8,2.9546408653259277,2.9546408653259277,3.2379393577575684,0.949432836297078,0.850273544320987
99,9.9,3.2673747539520264,3.2673747539520264,3.535553455352783,0.29612363909107253,0.9221371558178809
